processed_text,sentiment
saya lebih percaya menkeu dan timnya,negatif
penjelasan narasi nya sangat mudah dimengerti,positif
orang desa tidak pakai dollar,negatif
kapan kita kaya bersama pak,netral
kamu buat vidio ka0an waktu bbca di 5700 skrg uda 5075 buat vidio,positif
ada apa indonesia bukankh hari ini sabtu libur mengapa harus ada konperensi pers,positif
g becus urus negara si omong omong tukang ngibul,negatif
58% termasuk qodari lagi asik joget gemoy di depan kamera saja sok bener di belakang lagi joget joget sambil mikir gmna cara nya biar negara cepet bangkrut,negatif
yakan malaysia budaknya amerika tpi budak itu negaranya sudah maju ank bandel indonesia ini sok kuat tpi tidak punya taring malah tk dipandang oleh dunia indonesia bkn saja jdi budak malah akan jdi hamba amerika skrg skrg ketar ketir mineral alam akan sedut habis habis oleh amerikan menterinya sudah mundar mandir ke amerika untuk menyembah menyembah trump skrg,negatif
indonesia sedang tidak baik saja,netral
rupiah akan segera tembus 22000 per dollar as selama makan bergizi gratis tetap menjadi penghancuran ekonomi dan prabowo gibran tidak segera dilengserkan,negatif
ngapain susah susah mikirin dollar orang desa tidak pake dollar ini persetan rupiah melemah yang penting makan bergizi gratis kdmp jalan terus semua anggaran harus ke situ,negatif
duit dari bank himbara jangan diangkremin terus woi ini malah jualan sbi,negatif
sabar pertumbuhan ekonomi menuju 8%,negatif
saya heran sama pengelola negeri ini negara tidak sedang ber perang sda melimpah pajak dari segi lini kena todong ini memang sekenario untuk memsikinkan rakyat atau bagaimana hasil sda kita kemana para pakar terlihat semua pinter ber opini mulai tingkat daerah sampai jajaran jika ingin merubah negara ini jangan balik badam 180 drajat msyarakat belum siap negara tersandera oleh sistem jangan melawan arah dulu secra dadakan ya ambruk negara non blok di tangan pemimpin yang kurang cerdik malah jadi boomerang duit orang kaya pada parkir di luar jangan berharap negara ini jadi negara sejahtera selama tidak ambil keputusan tegas matikan kroptor pemerintah hanya cari aman saja semua di rangkul demi bisnis nya,negatif
saya g punya uang biarkan berjalan hidup sudah terbiasa apa adanya no problem,negatif
bubarkan badan gizi negara program makan bergizi gratis stop utang negara makin tinggi tambah lagi kdmp yang di butuhkan lapangan pekerjaan dan pendidikan gratis tanpa modus,negatif
ekonomi indonesia kalau ibarat penyakit sudah komlikasi diobati penyakit yang satu membahayakan yang lain,negatif
uang itu alat transaksi tukar bukan barang jadi tidak ada istilah demand dan suplay semua itu hanya propaganda imperialis untuk melanjutkan kolonialisme,negatif
kita di indonesia 17 rb 1 dollar sangat marah kepada pemerintah yang gagal membangun negara apa lagi di iran itu,negatif
lama lama dapur warga indonesia di pegang amerika skali amerika embargo lpg rumah kita kelaparan ini hanya sebidang kecil yang di kendalikan amerika,negatif
do aku dapet makan bergizi gratis menu nya ikan hidup,negatif
bos oman oman masyarakat tidak mengetahui alasan masyarakat hanya ingin rupiah menguat buktikan kalau memang fundamental kita kuat dengan menguatnya rupiah jangan alasan omong omong saja,negatif
invest di saham rugi di cripto jga rugi trading forex jga rugi h,negatif
sudah banyak yang jelasin kalau rantai ekonomi di masyarakat desa tidak bisa lepas dari dollar memang s o b ini orang hidup suka suka pikiran dia doang,negatif
kamu si ferry ini maksa amat buat mencoreng nama purbaya,positif
perintah rakyat stop program maling begal garong merampok rakyat indonesia,negatif
yakin nya itu kapan pur mslhnya harga harga sudah pada meroket masa iya mau sampai kyk nepal,negatif
bi ruwet uang palsu ketar ketir awokawok,negatif
lumayan buat nambah insentif dapur sppg,positif
makin mahal cabe makin stop beli cabe itu hukum alam karena tidak mampu beli akhirnya nanam sendiri,negatif
ayo rakyat indonesia yang cinta dengan negara nya kita dukung penuh pemerintah di bawah kepemimpinan bapak presiden prabowo dalam membumi hanguskan para dajjal koruptor mafia dan bandar tanpa pandang bulu sampai ke akar akar nya,negatif
qodari di ganti pasti rupiah menguat,negatif
dugaan penyimpangan harus menjadi pelajaran untuk memperkuat mekanisme pengawasan ke depan,netral
sudah berapa tahun sampai sekarang tidak jalan lagi nooh redenominasi kapan sudah 12 tahun bi ngapain coba kelaman,negatif
tidak papa pak prabowo bilang sama dunia warga indonesia itu bangsa bahagia mau senang kita kabur saja ka tetangga,netral
iya karena dollar tetep nillai tinggi dan besar banyak investasi percaya sama dollar contohnya orang nabung dengan keuntungan bisa bertambah dan percaya negara besar keamanan tingkat tinggi,negatif
ah masa 26 oknum terlbat maaf jng membual lah pak dari sya blm balig sampai balig omong ini sudah sering dilontarkan oleh oknum yang sudah jadi tersangka untuk yang ini apa iya berani semoga tidak membual ya pak wass,negatif
bukan waktunya salah menyalahkan di tengah bencana di tengah bencana alam seperti banjir dan longsor bukan saatnya mencari siapa yang benar dan siapa yang salah inilah saatnya kita saling menolong sebagai wujud nyata kemanusiaan yang bertumpu pada cinta dan solidaritas banjir dan longsor yang terjadi di pulau sumatera termasuk di sumatera utara tidak dapat dipisahkan dari meningkatnya emisi gas rumah kaca dan deforestasi kedua faktor ini memperkuat siklon tropis senyar memicu curah hujan ekstrem dan akhirnya menyebabkan banjir besar longsor serta memperburuk dan memperpanjang krisis air bersih yang dialami masyarakat solusi mitigasi: kurangi emisi tanam pohon pulihkan hutan air bersih tenaga surya from: rafael manalu mr rafa mahasiswa katolik handsome,negatif
ini bulan mei jauh amir sama januari,negatif
sudah saat nya kita dedolarisasi pak kita tidak perlu pakai standar dollar seperti yang dilakukan rusia kalau terus pakai standar dollar negara manapun tidak bisa lepas dari belenggu amerika dan elit global setiap kita mau bangkit digebug dollar lagi cape deh,negatif
apa yang dihitung jelas total aset yang sudah dikonversi ke dollar,negatif
simpen ae tidak laku yowes duwet anyar yo kertase elek gampang lungset,negatif
mantap jenderal di bawah pimpinan anda indonesia makin maju lanjutkan program anda dan perlu di ingat indonesia negara kaya tidak akan habis kekayaan indonesia kalau perlu ganti rupiah dengan dollar,negatif
98 2013 stabil 2014 2026 naek hm mulai era nya sapa tuuhh,positif
buat la kerja sendiri tanpa banding dengan negara lain,positif
kenapa sllu perng yang dipake alasa,negatif
walaupun aku baru tau semua poinnya sukur juga aku sama sekali gamau berhutang dan juga ngutangin orang yang aku harus terapkan pokoknya jangan ngutangin dan berhutang aku suka denger kalau ngutangin ke orang apa lagi di indonesia harus sudah lgsg ihklasin uang kita karna lebih berpotensi gaakan dibayar sampai aku liat sendiri ibuku sering minjemin uang ke pembantu pembantu di rumahku dahulu dan tapi mostly pada tidak bayar juga kalau ngutang terakhir pun ngutang ke ibuku sendiri aku negrasain gaenaknya beban hutang dan gamau lagi ngutang namun yang aku terapkan selama ini adalah kejujuran walo aku awal sulit namun skrg aga terbayar dari kejujuran dan amanah kena mental kita sendirinya kerasa juga aku juga sempet gengsi dan sok sok kaya walo kemampuanku terbatas skrg aku tidak gitu lagi dan lebih milih apa adanya lalu aku hepi banget ada temenku yang mau nerima aku apa adanya saja jadi inget kata bang fariz gamal orang yang paling bahaya itu orang oportunis eh iya ya baru ngeh kdm sama si masud masud itu kek bukti dari 2 jenis manusia yang tidak gengsi dan gengsian ah sial yang nomor 6 aku masih sulit lagi kendaliin tapi makasih pak sudah menggampar ku dengan 8 poin diatas pas banget aku lagi dititik yang pengen banget berubah jadi lebih baik,positif
13:46 borongan bos :v bukan harian,negatif
tidak app yang penting 1t hari buat makan bergizi gratis jalan terus:face blue smiling:,negatif
akibat makan bergizi gratis kuliner indonesia dan umkm tak mampu bayar hutang,negatif
nah ini bagus yang buat negara itu hancur salah satunya karena rakyatnya sendiri yang lack of knowledge bodoh,negatif
para vendor orang dalam separuh anggaran untuk anak sekolah separuh anggaran untuk pejabat dan kroninya termasuk penyedia,negatif
cara berpikir yang keliru karna doktrin yahudi yang ada hanya kenaikan dan turun harga barang sesuai ketersediaan barang karna faktor alam yang menentukan alat tukar ya tetap uang cadangan emas masa iya harga barang naik turun alat tukarnya juga ngikut setiap transaksi global dipaksa pakai dollar ya jelas kebutuhan dollar meninggkat belum untung mereka dari selisih money chngger fix skema yahudi,negatif
kang dedi cuma bilang bangun dapur di sekolah kalau jumlah siswa lebih dari 1000 anak alasan kenapa makan bergizi gratis tidak per dapur di sekolah ya karena anggarannya bisa lebih mahal,negatif
ya allah sadarkanlah semua para pengikut serakah isme koruptor mafia ekspor impor para pelaku underinvoicing dan para maling semoga doa kita orang yang tertindas dapat terkabul agar negeri ini aman dan tenteram,netral
pada intinya u investigadi verulang2x sblm u memutuskan tuk buy soal nya market tidak ada kita kasihan,negatif
kalau nimpa dipikir bos ya kali sistem makan bergizi gratis jepang yang bagus gitu kagum sama sistem makan bergizi gratis indonesia yang dicampur racun,negatif
usa punya kerja lagi jual dollar jangan banyak teor i sudah solusi 1 beli sebayak dollar tak banyak inflasi,negatif
teknologii singapore megolah minyak mentah menjadi bbm sudah pun lama awal sembilan 90an pun sudah ada kilang pertengahan tahun 90an semakin banyak kilang kilang bbm dan kilang petrokimia saya pernah banyak kali bekerja di singapore projek construction kilang bbm baru dan dan kilang baru petrokimia singapore asal negara nya kawasan kecil sahaja jadi mereka menyedut pasir pasir atau membeli pasir pasir dari negara mana mana selepas itu meraka membuat menjadi daratan samada sambungan dari tanah besarnya atau membuat pulau pulau buatan kilang bbm dan petrokima kebanyakan didirikan di pulau pulau buatan saya pernah bekerja di pulau sakra dan pulau air merbau pertengahan tahun 90an itu lah keceerdikan pemerintah singapore negara mereka tiada minyak jadi mereka membeli minyak mentah kebanyakan dari negara negara arab amerika indonesia malaysia dan lain lain lagi singapore banyak juga kilang buat minyak bbm negara singapore nadi utama ekonomi nya adalah perdagangan dan selepas itu baru lah perkara perkara yang lainyang lain menjana ekonomi mereka negara eksport import singapore negara perdagangan bebas cukai kenapa menjadi bebas cukai sila tanya negara singapore itu sahaja,negatif
alhamdulilah negri ini bangkit dari tidur panjangnya bpk prabowo sangat luarbiasa sekali bpk prabowo vs bpk soeharto,negatif
bazzer bazzer oligarki pengusaha mulai bekerja hati hati saudara saudara nkri,positif
gapapa mau 50000 kek tetap bayar pake rupiah tidak ngaruh keles,negatif
siapa pak yang mau itu obligasi haduh export pak export kalau kata korsel kalau tidak export mrk mampus liat sekarang korea ini malah cpo lewat satu pintu mana ada bumn yang untung pak e sapi perahan pejabat itu bumn,negatif
kok tidak bilang sel singapura ataupun sel malaysia ya,negatif
kamu kira us eropa singapore mafia ekspor impor dan mafia migas akan diam saja ketika: indonesia beli minyak dari rusia 150juta barrel kontrak eksklusif nickel dengan china pemain ekspor energi batubara dan minyak sawit biodiesel penyuplai batuan mineral jarang ke china hilirisasi sda energi dan swasembada pangan ide pengenaan biaya lewat kapal di selat malaka ekspor impor 1 pintu di indonesia ide pembangunan stok kilang minyak untuk asean kalian kira oligarki mafia dan negara lain akan diam saja ketika kepentingan mereka terganggu,netral
kasihan purbaya dia tidak bisa bertindak kalau tidak ada instruksi dari ri 1 semua pejabat tidak dia respon hanya ri 1 yang dia respon kalau sri mulyani sudah pasti naikkan pajak inih bikin makin modyar masyarakat indonesia sabar pak pur ikuti saja alurnya yang terpenting jangan dari pak pur yang bikin masalah hanya ri 1 yang ngk bisa anda bantah saya tau itu,negatif
yang kumisan ngomong tidak tau ilmu tentang korupsi yang awam saja tau jika pejabat mempunyai dapur makan bergizi gratis akan ada irisan kepentingan disitu,negatif
salam sukses indonesia adalah negara dan bangsa yang diciptakan dan dilahirkan untuk menjaga perdamaian dunia,netral
artinya harga harga siap naik pajak otomatis ikut naik,negatif
oke gas oke gas apapun terjadi joget,positif
emangnya tau dari mana gan kalau dia tidak ikutan inget sri mulyani saja dihujat abis abisan tapi ampe sekarang commentar saja tidak ada yang hujat purbaya waktu dia jadi mentri awal awal saja anaknya ngatain sri mulyani antek antek cia,negatif
taruh di papua itu cocok sama sama doyan minum tapi sebaiknya setelah selesai perang ukraina kasihan lah,negatif
situasi dilapangan sekarang ini bagaimana masalah situasi sekarang ini prabowo tenang saja ini goblok namanya,negatif
cari lah durian sendiri musang king duri hitam udang merah kucing tidur tu sudah menjadi jenama malaysia punya katanya indon punya durian super tenbaga kenapa tidak kembangkan biar ada adentiti sendiri,negatif
rakyat tolol dipimpin pemerintah bodoh si buta membantu sang buta lintas jalan itu lah indonesia perhati dan biarkan saja,negatif
mundur saja jangan banyak omong kami sudah cukup susah kamu buat,negatif
salah min karena kebijakan pemerintah yang bodoh,negatif
plis jangan bikin caption beginian apalagi speakernya top tier gini kalau dibaca pelaku pasar bakal bikin tambah ambruk ihsg caption nya defisit apbn di tengah tengah maraknya trust issue atas lembaga yang holding dana setara kekayaan negara,positif
juni mesti naik lagi 50 basis point kalau rupiah masih di 17700 bi mau bikin rate spread minimum 2% dari fed rate supaya attract foreign capital,negatif
lain kali kecoak atau jongosnya rezim tak usah diundang tak ada manfaat,positif
rupiah anjlok alasan terus sudah diperhitungkan halah alasan ae,negatif
bpk ibuk yang mau jelas makan bergizi gratis tanya juga ke anak anak sekolah maka jelas karna anak sekolah juga yang korban pembagian makan bergizi gratis tidak main main jelas padat,negatif
hasil yang paling banyak dari pemerintahan sekarang dan nyata adalah omong omong,negatif
ayo joget yang penting goyangnya,negatif
males lah basa basi 10 kalimat pertama kebiasaan kelamaan,negatif
hampir semua orang bilang kepercayaan pada indonesia hampir hilang,negatif
prabowo kebanyaan bicara n yang dia bicarakanpun dia sendiri tak mengerti akibat yang dia bicarakan tanggung sendiri hai yang angkat angkat diri paling betul n merasa mayor tak bisa di atur atur rasakan pukulan gada kemunafokan klian,negatif
koh sering sering saja buat gini,positif
maling semua pejabat negeri ini garong menjijikan kalian manusia laknat tidak takut alloh dan pengadilan akhirat,negatif
yang jelas rupiah semakin lemah segala keperluan barangan impot pasti bertambah mahal rakyat yang sebenarnya menderita di atas pemerintah yang tidak bijak tata kelola negara,negatif
ya bagaimana ya program makan bergizi gratis tu sebenernya baik tujuannya tapi manuver manuver pengadaan di dalam nya tidak masuk akal ada kaos kaki ada motor cross listrik zoom meeting buat apa dan pas ada pengadaan pengadaan itu aku yakin ada mark up dan sesuatu yang tidak beres dalam artikel harga nya masalah selanjutnya banyaknya case keracunan seharusnya dana dana yang buat beli kaos kaki zoom dan motor listrik itu seharusnya untuk memperbaiki permasalahan keracuna keracuna tersebut harusnya yaae,negatif
semoga kerja sama bi dan pemerintah berhasil menjaga nilai tukar rupiah,negatif
pe no gawasannya takutdan lemah,negatif
korupsinya pake makanya rupiah sengaja dilemahkan biar makin angka rupiahnya,negatif
pak sehat terus yaa mohon diubah sampai ke akar2nya sabar ya pak chaiyoo,positif
kmren gua sempet kesel sama bahlil karena pertalilte saya biasa ngisi diswasta pke ron 92 terus swasta kosong pindah ke plat merah ron92 nya kosong mau tidak mau pake pertalite alhasil motor gua jajan lumayan banyak tapi mudah mudahan skrng bahlil bener ya,positif
it may be dangerous to be america s enemy but to be america s friend is fatal is widely attributed to former u s secretary of state henry kissinger,positif
pemerintah yang paling keras kepala hanya menghibur masyarakat doang,positif
program ya nilai tidak berubah yang bentuk saja toh jadi ya lumayan uang untuk melakukan itu kan perlu dana tidak,negatif
kaga ada keuntunganny buat rakyat percuma ntar juga bakal di korup,negatif
duit 300 t di embat semua bajingan semua darurat miskin negara hukum mati koruptor duit disimpan sampai ke neraka jahanam tabungan akhirat kelak duit tidak berputar mpr dpr bajingan hukum mati prabowosubianto,negatif
kalau benar sudah mencapai 18 ribu lenih dollar 100% itu akan memicu pembiayaan peoduksi melonjak tajam akibatnya akan terjadi gelbang phk besar2an mudah2an tidak kejadian seperti itu bagaimanapun itu akan berakibat ke semua sektor itu namanya sebab akibat,negatif
katanya warga desa tidak pake dollar prabowo,negatif
ganti semua pejabat yang tidak bermutu dan hapus semua progam yang mengboros kas negara cari pejabat baru yang tidak berdasarkan partai politik dan agama dan suku,negatif
dia memang tidak panik karna yang menggaji dia rakyat rakyat bawah yang kasian makan saja harus milih tempe dan tahu yang murah di warteg,negatif
idealnya garga beras 20k biar petani hepi harga obat obat mahal belum kalau gagal panen,negatif
togupasrib7718 tetep saja omobgan nya goblok tolol pengen viral cuih,negatif
percuma kalau dpr tidak berani mengusulkan: moratorium evaluasi makan bergizi gratis kopdes mp mencopot thomas djiwandono dari jabatan deputi gubernur bi merampingkan kabinet memangkas kementerian badan ug tidak perlu menempatkan menteri menteri profesional di kabinet memangkas menteri menteri wamen wamen kepala kepala badan mismatch mendesak pemerintah untuk membuat danantara transparan akuntabel mengkaji pembentukan pt dsi secara mendalam komprehensif dst dst tetapi publik sudah tidak percaya kpd pemerintah dpr stempel karet krisis kepercayan yang sangat berbahaya,negatif
gapapa masih kuat kok walau 17500 dollar nya iran 15 juta dollar masih bisa hidup,negatif
maaf mau tanya apakah ada kemungkinan rupiah akan semakin tertekan lagi karena ada kewajiban bayar bunga hutang luar negeri yang jatuh tempo bulan april dan mei,negatif
lebih baik mana harga murah tapi kebutuhan hidup langka atau barang kebutuhan hidup terpenuhi tapi harganya mahal harga murah beras gula dan minyak tapi barang kebutuhan langka apakah itu yang anda harap,negatif
intinya stop makan bergizi gratis agar negara tidak gaduh,negatif
rupiah tembus 2jt per dollar,negatif
saya yakin kedepan indonesia akan lebih sehat rakyat makmur jika infrastrutur dah terbangun semua dan yang lebih lagi pemimpinya harus konsisten urus rakyat anti korup seperti pak jokowi :,negatif
yang katanya ekonom senior pengamat kek kalau bacotannya terus2an bikin takut rakyat dan mengkerdilkan kemampuan bangsa sendiri yang ada mereka hanyalah segelintir para pekngkhianat masih lebih baik menjadi rakyat yang diam dan tenang saja justru saat ini yang dibutuhkan adalah kesolidan ketenangan sebagai rakyat bangsa indonesia mereka oligarki mafia asing dengan terang2an menyerang bangsa kita dengan jargon selling indonesia apakah kita sebagai rakyat bangsa dengan sejarah perjuangan yang panjang harus terus takut dan tunduk dan bernyali pengecut harusnya kita bersatu dan balas mereka dengan jargon indonesia strong,netral
in 1997 the intrest rate per year was 30% now its 5% people would rather buy dollar and keep at home and risk losing the 5% rather then keep the money in the bank and lose the value of the rupiah which is way more than 5% they need to match the intrest rate as it was in 1997 only then will the speculation stop,positif
susah memang pak bapak mau kerja keras dan jujur tapi lebih banyak yang membuat parah korupsi dan kebijakan yang asalan ngomong bgtulah pak kalau yang masuk bukan kompetensinya dan bidangnya,negatif
mending neli saham usa whale males masuk indonesia pt cv kena pph 22% siap siap ada phk masal,negatif
kalau beneran seriyus kumpulin tuh semua pakar yang selalu kasih kritik dan masukan sama pemerintah saya yakin masukan dari oposisi akan sangat membantu pemerintah dalam memperbaiki situasi saat ini kuncinya jangan gengsi dan terbuka untuk semua masukan,negatif
selagi makan bergizi gratis dan koperasi merah putih tidak diberhentikan rupiah akan meroket ke 20000 dollar juni 2026 in tunggu dan lihat,negatif
untung saya warga desa jadi tidak pakai dollar,positif
lha wong makan bergizi gratis untuk memenuhi gizi anak didik indonesia kok yo pada di rampok itu pelakunya kalau terbukti di miskinkan sita azetnya penjara saja seumur hidup atw di hkm mati,negatif
itu kan cuma pedagang kecil bukti nya pejabat skarang asik saja nikmati gaji tunjangan fasilitas,negatif
perusahaan china ogah bayar pajak,negatif
siapa yang mau percaya sama pemerintah rezim ini yang ada hasil penjualan kita tidak dibayar sama pemerintah dikorupsi ada ini lah ciri ciri ekonomi komunis mau dikuasai sendiri monopoli negara mereka mungkin mau contoh cina rusia dan korut,negatif
skarnng malah makin nyungsep pak,negatif
efisiensi dengan potong anggaran bpjs dan pendidikan hebat prabowo jangan lupa iuran 17t ke amerika dan israel,negatif
skrng 7 april 2025 sudh menembus rp 17000 tunggu 5 tahun berikutnya saya komentar lagi bgimna y nasib indonesia,positif
dari kembalian uang jajan di sekolah,negatif
sing untung sopo wong cilik dipajeki sampai mati dijadikan sapi perah,positif
makan bergizi gratis sangat cocok di pegang oleh ibu susi mantan mentri kealautan ibu susi orang nya amanah dan pro rakyat,negatif
mintak jajan sama emak misal 20rb gua pake cuma 5 10rb sisanya gua tabung,negatif
kalau anda wni yang punya rasa nasionalis idealnya anda menghargai mata uang nkri saat ini presiden ri memakai jurus mengalah untuk menang dalam memperbaiki kondisi ekonomi yang sudah runyam,negatif
semakin banyak hutang luar negeri maka akan semakin terpuruk nilai mata uang suatu negara,negatif
yuk rame 2 beli dollar euro aud sing sebelum rupiah anjlok ke 25000 dollar dan ihsg ke 4000 pada agustus 2026,negatif
pak bennix pak fery bantah tu mata uang kita mmg melemah kondisi kita tidak akan sama dengan china mata uangnya melemah tapi untung ini bagaimna lihatnya baginkami yang tidak paham mana yang bener saya subc anda juga pak jadi bingung dan malah makin stres saja bapak mah dah uang mungkin iru yang bikin bapak tidak rasakan nasi bungkus 5 rb dah tinggal 3 suap hanya untuk ganjal perut bapak coba deh lihat dan turun ke pasar pasar atau warung warung kaki lima apakah rupiah melemah itu menguntungkan kami rakyat yang biasa biasa saja angka angka yang judul judul vidio youtube bapak sangat tidak terbayangkan jumlahnya brapa banyak keuntungan negara oleh kami tapi kmai tidak merasakan nya pak bennix maaf ya pak bennix,negatif
gaji bagaimana apa disederhana kan,negatif
kena getah apanya biarin bi rate simpanan rendah suku bunga kredit tetap tinggi hampir tak ada penurunan malahan pemilik bank tambah kaya raya di australia saja bank sentralnya menaikkan tingkat suku bunga simpanan agar nilai uangnya tak turun kalau nilai rupiah turun utang indonesia dalam bentuk dollar yuan yen dan lain lain jumlahnya makin besar beli bbm dan gas lpg import makin mahal dan lain lain seharusnya bi dari dulu menaikkan bi rate supaya dana asing kembali mengisi cadangan devisa,negatif
purbaya pusing 8 keliling ekonomi tambah suram makan bergizi gratis bengkak penghasilan negara merosot uang triliunan milik rakyat yang harusnya untuk rakyat malah dipakai bayar utang woosh dan iuran board of peace buatqn dajjal,negatif
ekonomi turun pertumbuhan ekonomi turun daya beli turun omset jualan turun,positif
malah bisa tembus 25000 perdolar,negatif
publik mana yang suka makan bergizi gratis tetap berlanjut,negatif
ditunggu realisasinya tidak penting cuma kabar doank,negatif
cari pengamat yang jelas jadi pengat kok semua salah,negatif
ayoh menuju seperti sri langka,negatif
abiairachannel worth it kalau menurut saya anggap ini adalah investasi kepala ke atas ka sama saja ka kalau kita kuliah bayar sekian juta khan salah satu tujuan dan dampaknya spy kita bisa mendapat pekerjaan khan,negatif
jon soros sedang memulai aksinya,negatif
enak amat kaos kaki serta semir sepatu pake duit rakyat memang duit bapak moyang luh,negatif
paling buzzer buzzer itu bilang ya kan bukan kerjaanya pak purbaya nyenyenye pake ai ajalah sekalian mendingan jalanin negara ini muak banget saya sama sistem dan pemerintahan di indonesia sakit tukang boong semua tidak perlu nyanjung nyanjung presiden yang bebal dan bikin rusak indonesia saja yang rusak makin rusak ya allah tidak terima indonesia di giniin sama orang orang itu yang allah maha tau siapa ya allah minta ganjaran seberat2nya di dunia dan akhirat buat orang yang pada korup dan jahat dan bikin orang indonesia bego dan miskin,negatif
kidal958 biarin saja om itu buzzer pemerintah,negatif
jaman pak harto dollar cyma rp 2500 setelah mau dilengserkan rupiah anjlok dollar naik sampai sekarang dollar naik terus rupiah lemah terus,negatif
niatnya buat nyenangin buzzer prabowo bin bahlil senang,negatif
ada berkumis logatnya becek becek,positif
katanya memberantas korupsi di indonesia eeaa malah melahirkan koruptor baru ya itu makan bergizi gratis,negatif
pangkas suku bunga inflasi sudah turun kok ngomong juga nadanya biasa saja pak,negatif
sekarang mungkin senang besuk anak cucu kehilangan produktifitas jadi reseller driver doang,positif
rupiah tidak ada apa apa nya sama ringgit,positif
jaman digital malah bikin banyak berita hoax,negatif
kamu belajar ekonomi dulu dhessh orang malaydhess mana sampai otaknya cuma 15 ringgit belajar dulu dari cina pak cik nilai yuan cina sengaja dilemahkan biar bisa export besar besaran ke seluruh dunia begitupun setrategi indonesia biar bisa export besar besaran ke malaydhess barang indonesia banjir di malaydhess sebab murah sekali dibanding barang lokal yang menyebabkan pabrik di malaydhess gulung tikar karena barangnya tidak laku di negerimu sendiri,negatif
perang iran buat indonesia goncang rupiah anjlok,negatif
kebutuhan mendesak indonesia membangun kilang yang modern,negatif
jangan memaksakan program harus realistis hapus saja makan bergizi gratis,negatif
negara ini sudah di gerogoti partai politik yang berjibun,negatif
terima kasih ridho atas atensinya,netral
kompastv ide kdm sudah paling the best ya,positif
makanan bergizi itu maksudnya anak anak agar mendapatkan masukan gizi setiap hari tapi anehnya ditempat saya dibagikan setiap minggu mulai ngawur nih,positif
tenang pak prabowo kan ada gibran mantan penjual martabak,negatif
presidennya omong omong menteri keuangannya pun ikut an cuman omong omong,negatif
pak jokowi menerima utang dari sebelumnya kemudian presiden sebelumnya juga menerima utang dari presiden sebelumnya dst pada saat bung karno mau bangun istora istiqlal beli kapal perang irian untuk lawan belanda juga dari hutang artinya dalam proses pembangunan hutang tidak bisa dihindari yang penting dari hutang itu hasil postif fisik dan non fisik apa saja yang negatif diperbaiki penyimpangan penyimpangan diberi sanksi yang berprestasi diberi penghargaan,negatif
cukup satu priode saja lah,negatif
orang tidak tau bersyukur di kasih kepercayaan sama presiden malah hianat siapa pun itu orang yang terbukti korupsi harus nya di hukum mati saja aset nya di rampas biar kapok,negatif
narasumbernya netral menjelaskan apa adanya sesuai pandangan beliau semoga keadaan indonesia semakin membaik ke depan,netral
jika dollar naik push program hilirisasi serta pengawasan yang ketat dan suport ekonomi kerakyatan kasih modal kalau bisa bebas pajak,negatif
alhamdulillah kerja baik baik ye,positif
betul calon tunggal yang lain tidak mau nyalon,negatif
seperti komen yang lain info dari anak saya yang baru berjalan 5 hri kadang nasi sudah agak basi kadang sayur yang basi mungkin karena 1 tim menangani beberapa sekolah dengan jumlah besar sehingga dimasak dari malam dan masih panas sudah masuk kotak dengan jumlah siswa dalam 1 sekolah rata rata diatas 300 sebaiknya dikelola dimasing dimasing sekolah dengan pengawasan dari pihak terkait dengan begitu makanan yang disajikan masih fresh dan menciptakan lapangan kerja baru dalam penyajian bisa melibatkan siswa dan mencuci sendiri tempat makan masing masing untuk melatih kemandirian para siswa itu sendiri yang penting pengawasan dari pihak terkait,negatif
kuat di early game doang masuk mid game sudah bau bau mau suren,negatif
narasi bagus nih ngomong ngomong dapat berapa us dollar bang,negatif
aku sih bodo amat mau minyak langka mau besok kiamat tetap saja rakyat cari duit cari kerja susah yang paling terdakpak,negatif
anak nya malu tidak sigh bapak nya kayak gitu,positif
kesempatan untuk jadi bangsa mandiri padahal oli bekas melimpah bisa di daur ulang susu bisa pakai santan kelapa kopi kita eksportir kopi loh penghasil kopi no4 dunia kemana semua itu pergi sparepart juga banyak pabrikan lokal kan kalau naik gila jelas sangat mencurigakan saat kedelai naik kita nego petani kita tanam kedelai sampah organik kita melimpah kalau semua jadi pupuk alami petani bisa lepas dari jerat pupuk kimia,negatif
ekonomi dunia hancur mantap negara iran matilah negara amerika semangat bangsa persia kemenangan akan diraih,negatif
rkyat indonesia sudah trjepit dengan harga harga ssmbako dan lain lain yang naik daya beli turun warung pecel lele sepi jualan apa pun sepi bbm naik yang tidak naik pertalite tapi cuma motor dan mobil mobil kecil yang boleh isi phk dimana mana dan mrk bilang pertumbuhan ekonomi 564% rupiah tdj hny lemah trhdp dollar as hampir dengan semua mata uang rupiah melemah bhkan dengan mata uang negara negara asean pun lemah artinya masalahnya ada di tolonglah rkyat indonesia tidak sebotol itu,negatif
sri mulyani itu tidak paham keadaan orang kecil tidak bisa dia jadi menkeu,negatif
katanya mau buang dollar as kok di ributin sich aneh yah,negatif
dunia pariwisata indonesia untung sekitar rp 30 triliun karena banyak yang datang ke indonesia,negatif
negara banyak hutang rakyat tidak punya uang karena tidak ada lapangan kerja baru banyak phk pengangguran bertambah orang mau pinjam uang untuk modal usaha takut bangkrut sebab tidak ada daya beli miris memang,negatif
sekejap pak purbaya sedang makan makan bergizi gratis,negatif
saya si mau nya dollar tembus 100ribu biar gajian di fb tambah asik,positif
