processed_text,sentiment
aneh bangett liburan suruh dateng k sekolah aturan mh di rapel pak keringan,negatif
si omong bicara dollar tidak ngaruh ke ekonomi,negatif
iya sumber minyak di sedot pakai mulutnya bahlul,netral
gaji nggk naik naik semua barang mulai naik nih presiden mending turun saja deh,negatif
orang desa tidak pakai dollar tenang saja,netral
lbh baik di hentikan lbh baik di tabungkan buat siswa,positif
liat dampaknya pedagang depan sekolah yang cari makan dari berjualan makanan standar makanan yang di berikan di semua daerah lebih baik digunakn untun pelyanan kesahatan gratis dan pendidikan gratis,negatif
halo kak terima kasih sudah berbagi pengalamannya ya semoga menjadi pembelajaran untuk sobat finansialku lainnya kalau kakak ingin konsultasi silakan hubungi atau klik link berikut ya: 0851 5897 1311 kalau ada pertanyaan lain feel free langsung tanya saja lewat whatsapp ya kak happy planning,netral
waduh waduh dollar naik lagi kata pejabat aman aman saja good good good,positif
bagaimana indonesia bisa maju rupiah tidak ada harganya sibuk mengurus makan bergizi gratis yang bermasalah ditambah lagi masalah baru koperasi merah putih sibuk membeli alusista mahal ke negara lain kenapa pemerintah tidak pokus masalah ekonomi masyarakat mengurangi kemiskinan nanti dulu urusan makan bergizi gratis koperasi merah putih dan alusista serta jalan jalan ke luar negeri,negatif
kalau tembus rp 25000 pasti banyak yang dilepas jual dollar ganti rupiah,negatif
makan bergizi gratis di sekolah anak saya belum ada sampai sekarang,positif
bps apanya yang turun min harga masih sama saja rata rata malah ada naik coba sesekali cek harga properti n mobil naik apa turun,netral
sabar banget jadi warga 62 semua barang naik gaji malah dipotong pajak dan lain lain,negatif
makan bergizi gratis program untuk menggemukkan tikus tikus anggaran 300t yang disampaikan untuk menu riel hanya 43t hebat gembor gembor meningkatkan gizi anak sekolah hanya digunakan kedok untuk menggemukkan perut tikus dan itu direstui presiden hebat,negatif
terlalu jauh bisa bisa tumpah dilaut,netral
minyak bumi dan gas koq tidak sekalian diatur,positif
mantap terus nilai jual nilai tukar harus diatas singapore dan malasiadhes biyar mereka tidak seenak jidadnya menghina mata uang kita pak prabowo pliss,negatif
karena lpg masih import kita tidak punya cadangan gas bumi adanya gas alam ane saja sampai beli kompor listrik biar agak hemat makenya gantian sama kompor gas dan harusnya subsidi gas 3 kg mau tidak mau harus dinaikin sedikit supaya tidak membebankan apbn itu bsr banget loh subsidinya,negatif
mark influencer atau dosen inmuan yang tidak setuju,netral
tidak usah dicari masalahnya tapi solusinya dong yang harus bagaimana,negatif
ketahanan pangan indonesia terbukti kuat,negatif
kebutuhan pokok juga sudah naik,negatif
indondes sdg menuju krisis nah bagus gitu balasan untuk bangsa bodoh sombong yang sering memfitnah msia dengan macam macam tuduhan rasakan ya selamat menikmati hasil fitnah kalian ke msia ya skrg rupiah sudah nyungsep terus nyungsep tok tok tok tok tok tok tok tok sir money sir,netral
every8160 baca dengan baik ya saya ngomong lebih menguntungkan harga rupiah turun drpd rupiah naik karena kita negara eksportir kok dibilang kebalik bukannya omongan anda juga begitu pasar malaydes dan singapura akan tertekan oleh harga murah eksportir indonesia cina dan vietnam sengaja menjaga harga mata uangnya tetap murah agar barang eksport mereka tetap murah tanpa perlu dumping,positif
pak purbaya bagaimana donk real time 28 may 2026 myr 1 idr 4512 anjlok parah terjun bebas myr 22159 idr 100000000 makanya pak ngomongnya usah gede gede amat sombong katanya sudah cetak wang lagi ya masih ngelawak dan senyum terpaksa,negatif
pakai hati la kitab ila esa kerja pulau sa ngat melihat wilayah brightplatespro,netral
pak mekeu kalau anda berpihak pada rakyat bilang sama atasan anda hentikan makan bergizi gratis tiada guna,negatif
umkm pun dibunuh oleh prabowo dengan cara tidak bisa ngangsur angsuran oleh karena itu harus cepat cepat diganti yang lain jika tidak cepat diganti ekonomi indonesia makin melaju kejurang kehancuran,netral
ingat napi saja bisa di sogok keluarga nya jadi mending ungkap secepatnya,netral
tolong turunkan dollar pak prabowo,positif
tak lupa juga statement merendahkan negara tetangga seperti inflasi di malaysia dan singapura jelek rupiah lebih baik dari ringgit dan baht malaysia krisis beras putrajaya kota yang gagal,negatif
tidak percoyo blas presiden gedabrus poll,negatif
pemikiran yang kolot tak mau di kritik n ingin menang n bener sendiri pemikiran yang diakai prabowo pemikiran smacam itu akan membunuh rakyat kecil yang justru menghidupinya sangat bodoh nntolol orang smacam itu kalau ingin berkembang harus banyak ide ide cemerlang dari anak bangsa bergerak bersama pandangan yang sangat luas n jemius dari anak bangsa sangat di butuhkan di sini bukan pemikiran tg kolot basi,negatif
ginilah negara kalau kelolanya cuma untuk dompet pribadi pemerintah nya sibuk bikin program non produktif,negatif
nah yang sabar mbk entar lagi kok naik nilai nya tisu jamban,negatif
bagaimana mau menguasai produksi minyak kalau ahli minyak nya pada kabur ke luar negeri,netral
ini laporan perkembangan devisa th 2017 yang tahun 2019 mana,negatif
dia manusia tolol tak ada otak,netral
semua sudah dihitung dengan sangat teliti dan mendalam oleh kemenkeu purbaya juga disetujui digodok dpr bersama presiden,negatif
sri mulyani melihat ini syum syum melihat dollar 18ribu lebih,negatif
kalau di indonesia beda cuma sibuk komen saja kerja nya,netral
bangsa ini membutuhkan orang orang yang cerdas dan berani melakukan perubahan untuk meningkatkan pendapatan negara di sektor keuangan pak purbaya sedang melakukan hal itu sementara itu beberapa ahli yang selalu mengeluarkan statemennya untuk menjatuhkan pemerintahan dengan menjelekkan dengan narasi yang buruk kondisi ekonomi dan menjelek jelekkan program pemerintah bangunlah negerimu bantulah pemerintahmu dengan keahlianmu supaya negeri ini mengalami kemajuan di segala bidang indonesia bisa indonesia maju,positif
gobloknya notok anak smp saja tau dia enak uangnya dollar semua makin jatuh rupiah makin kaya,negatif
seharusnya presiden prabowo segera membersihkan kabinet dari semua antek jkw,negatif
kalau prabowo cuma teor i tidak langsung oraktek,negatif
tidak nyampe sebulan tembus kalau gini terus,negatif
do pilih satekambing atau pecel lele,netral
harapan saya semoga perekonomian indonesia kedepannya tidak mengalami deflasi lagi agar tidak terjadi penurunan secara drastis semoga kedepannya terus membaik,positif
jual kuota minyak sawit batu bara atau nikel orang yang mampu beli dengan stok per semester dengan catatan 40 persen untuk pertukaran tekhnologi untuk mempercepat hilirisasi,positif
dapatkan rekomendasi trading saham dari master gema di sini dapatkan analisa market harian langsung dari analis astronacci via zoom hanya rp39 ribu bulan dengan klik link di sini,negatif
lgi perhatian yah uda bubar saja,netral
percuma jika nilai tukar rupiah turun tetapi bandara milik amerika,netral
semoga perekonomian indonesia kembali pulih semangat semoga cepat mebaik,positif
punya semua mending disimpan buat koleksi,positif
yang dibangkan bisa cairin dana sebanyak mungkin dalam waktu singkat klaim sana sini tapi subsidi orang orang kriminal jadi pemegang kekuasaan an urlah bos,netral
malaysia top 10 pemain global dalam industries semikudktor indon hanya juara dalam koar koar tapi tidak jdi,negatif
sudah banyak contoh jangan sampai bisnis dengan pemerintahan sudah banyak contohnya seperti jusuf hamka yang tidak di bayar,negatif
negara msh aman pangan sembako aman harga msh terjangkau biarlah para pengamat bilang ekonomi hancur negara bangrut itu pengamat yang asalmbacoot koar koar tanpa data pengamat pinggir jalan,positif
kenapa tidak kita gocoh saja itu singapura toh jmlh bukti massa banyak kita loh ato sbnrnya yang kurang ajar ni 9 ulel konglo rasis itu enk saja dia olang kita kasih tempat kita kasih peluang kita kasih kesempatan kita kasih kehidupan malah air susu di balas air tuban sudah banyak duit di telen sendiri bikin kaya kelompok sendiri plus malah ngenyangin tanah air negara orang lain jelas ini merusak tatanan politik kita sebenrnya siapa warga yang tidak nasionalis itu penumpang tidak tau diuntung seharusnya tau diri tu 9 ulel ingat kata pepatah dimana bumi dipijak di situ langit dijunjung kalau tidak mengerti pepatah itu nanti kami yang ngajarin warga kita ini kurang toleran apa coba sama 9ulel itu,negatif
jangan sampai alasan dunia sdg inflasi di gembargembor kan spy jadi jalan buat profiteer profiteer dalam negri u ikut naikin harga ini itu,positif
ru pee ah ru pee ah,netral
wak jebeng indogdesh yang bani pungli dan bani maling itu iq78 seperti si babinix itu yang telah menjilat pantatnya perbodoh komodo sebab itulah si babinix itu sudah jadi bodoh sombong goblok dan tolol,netral
saya pikir cuma saya yang merasakan suliitnyaa jualan 3 bulan ini,netral
dollar amerika biarapun menguat dan rupiah makin anjlok hingga rp 25000 dollar enggak masalah karena orang desa kampung enggak menggunakan dollar sesuai ucapan prabowo,negatif
banjiri saja pakacadangan devisa kita mentup kekurangan dollr tapi harus ada pengetatan pembelian dollar untuk apa oknum yang ikut beli dollar sama saja pengkhianat bagsa,positif
jangankan beras negara sawit terbesar dunia tapi harga migor ugal ugalan dmo dan dpo hanya sekedar retorika negara paling absurd sedunia koplak,positif
sampah baju bekas bawa penyakit kaan pinterkebablasanpresidenmu,netral
o o o kamu ketahuan,netral
tidak hanya itu harus mampu mmbuat satelit sendiri dan menerbangkannya,positif
peraturan boleh berubah kelmarin lain hari ini lain esok lain lagi investor tidak percaya baik kabur saja sebelum rugi,negatif
menyadari korupsi yang terus berjalan selama pemerintah prabowo bida jadi masalah utama nya ada pada si prabowo itu sendiri,netral
wiwi sengaja cari pengganti yang edan biar lbh jelek dari dirinya yaitu prabowo,negatif
duet 2 mul terlalu banyak hutang banyak barang konsumsi masih import : kacang daging kedelai susu bawang dsb bahkan beras apalagi brg brg sekunder n tersier berbasis teknologi,negatif
salam sejahtera semua pejabat negara kita indone ia semoga sehat semua serta pak jokowi rejeki lancar amien,positif
hapus guru pns lebih kan anggaran makan bergizi gratis tahun ini tanpa guru indonesia makin maju,negatif
warga indonesia kena azab netizen indonesia sombong di media bubar,positif
dwiningtyasrahayu2953 dodol presiden itu punya tim ahli tidak usah kau ajari dasar hati busuk,negatif
media ayoouu bangkit jangan mandul tegakkan kebenaran dan keadilan dalam profesi jurnalis yang jujur dan bertanggungjawab bsngsa yang maju adalah bangsa yang medianya berjalan profesional,positif
butuh orang seperti habibie untuk memulihkan rupiah jenius sekaligus berkuasa berkuasa tanpa punya otak bikin rusak jenius tanpa kekuasaan hanya dianggap kentut,netral
tidak bangga masih banyak pendidikan guru honor dosen yang di gaji kecil,negatif
uang rupiah sering lemah ukuran duitnya juga kcl uang luar ngr ukuran luas panjang uang rupiah gonta ganti corak tapi uang luar ngr tidak ada ganti jadi aman tuk di simpan dan simpan uang rp lama lama tidak laku sebab ganti corak warna,negatif
soluckyme910 km dibidohi sama bennix jadi orang coba yang kritis jangan semua info ditelan bulet bulet,negatif
whh banyak yang akan bukber siang hari nih,negatif
mau lepas tanggung jawab si purba shon thoo lho yo ini sedikit sedikit bilang bi tanda manusia tidak mampu kalau memang tidak mampu mengundurkan diri atau bilang saja tidak sanggup nurunin dollar tidak usah banyak ba choot kau hidup kita ini sudah susah lho,negatif
18000dolar 18 malwer ai rupiah,negatif
bahaya bisa mati di sel,netral
presiden ini hatinya di buat dengan apa yah saya bangga dengan kebijakan bapa masyaallah saya jadi terharu trm ksh ya allah engkau menghadirkan manusia yang dermawan dan syng pada rakyat ya allah jagalah beliau dari pembenci yang berhati setan,netral
itu memang benar adanya banyak sppg yang tidak jelas anggarannya tentang pengadaan barang yang membuat siswa menjadi korban contoh nya di deli serdang sppg tidak sesuai dengan anggaran 10000 dengan yang diterima siswa,negatif
sama di sini saya kehilangan 60% dari portofolio saya saat mencoba berdagang saya hanya tidak tahu apa yang saya lakukan salah,netral
yang komen tidak mengerti tentang investasi pasti ngaco tolong di pahami,netral
asal comen saja nyalahin persiden expos beras sblum comen baca detail amerika expor untk indonesia itu,negatif
genderang perang di tabuh prabowo jangan mundur negara vs cartel mafia expor sda sekali prabowo mundur selamanya mafia kadali negara mereka pasti melawan dengan jatuhkan iasg ini bagian dari pengorbanan selagi prabowo melawan rakyat di belakang anda,positif
lain di tnya lain togik dibahas distrush dan tata kelola export infort melalui bumn,netral
terima kasih atas penjelasanya judah dimengerti dan sangat menambah pengetahuan,positif
penjelasan lumayan jelas tapi memang sengaja negara ini boleh merdeka asal tidak boleh jadi negara maju bagaimana mungkin negara setandus gersang seperti qatar saja jadi negara maju bagaimana mungkin sekelas bumn banyak yang defisit yang swasta saja berjalan dengan lancar negara ini sudah lemah dari pemerintahanya di media kita hanya mendengar kata kata manis tapi tidak tau di dalam bisa jadi sebuah ancaman,negatif
nga ada perang saja dollar boleh dikatakan nga turun apalagi ada perang bakalan naik terus,netral
semoga di era pak prabowo tidak seperti di era nya jokowi semoga maslah terselesaikan,positif
cuma bisanya konferensi pers saja nih purbaya,netral
yang jelas penguasa tak peka terhadap masalah investasi,negatif
tidak ada gunanya buat rakyat paling bagi bagi proyek ke konco bikin makan bergizi gratis 2x sehari siang malem,negatif
orang ini bilang kuat kuat kuat dari mana masyarakat sd pusing dengan kenaikan harga kalian enak karna gaji kalian di bayar pakai pajak kami dan tidak pernah terlambat setiap bulan,negatif
piling saya lengser prabowo karena pns dan pensiunan diabaikan kedua danantara tidak jelas,negatif
jangan banyak mengritik bos kalau mau ikut partisipasi sama pemerintah agas bisa bangkit ekonomi kita,positif
rusak kalau makan bergizi gratis dikelola oleh orang yang bukan ahlinya,negatif
apa apa import apa apa import hadeh,netral
krna masyarakatnya mudah terkena isu negatif,netral
opsi intervensi juga bisa dilakukan dengan cara membeli rupiah dan menjual dollar oleh negara contohnya negara jepang yaitu negara maju sekalipun baru saja melakukan nya di tanggal 1 mei 2026 lalu negara jepang juga melakukan beberapa kali intervensi pada tahun 2024 lalu kalau menurut saya orang awam penyebabnya ini ada pihak oknum yang terus menjual rupiah dan membeli dollar pemerintah juga memberlakukan peraturan baru sekaligus larangan dalam pembatasan maksimum pertukaran currency dalam sehari tidak tau juga yah apakah ini akan efektif kita lihat saja nanti penyebab kedua menurut saya adalah suku bunga bank semakin tinggi maka setau gua pihak oknum ini akan gemar membeli rupiah namun sisi buruk nya pertumbuhan ekonomi negara akan buruk karena suku bunga yang tinggi bayangkan saja elo mau mulai bisnis pinjam uang ke bank bunga nya ketinggian bagaimana cara ngembaliin nya belum lagi kalau misalnya bisnisnya gagal jadi silahkan pilih racun yang disukai kalau saya prefer ke balance seimbang,negatif
heran juga dengan jepang apa tidak baca data gitu ya kok masih saja mau ngasih duit ke indonesia yang mengelola cara keuangannya tidak efisien minim dampak progresif bahkan banyak madharat kejahatannya,netral
sebenarnya utang pemerintah berapa kewajiban pembayaran bunga dan poko pinjaman berapa untuk tahun 2026 blm disebutkan sayang tidak ada yang tanya,positif
yang sial ya yang baru minjem duit,netral
bagaimana cerita nya yang usaha teriak modal naik terus pembeli sunyi jangan terlalu mendewa kan manusia awal nya jadi pembela pajak sekarang pajak 22%,netral
jangan sementara stop permanen saja tidak mampaat kalau tahu tempe saja telur setiap hari di makan anak anak di rumahnya bikin kerisis barang mangkin naik susah di jangkau kita rakyat kecil karna dana makan bergizi gratis terlalu besar bikin apbn jebol,negatif
maklum lagi perang dengan gurita gurita mafia mafia n kkn birokrasi busuk nakal curang yang membelit kehidupan perekonomian nkri dari dulu sampai sekarang ini kalau kita bisa melewatinya maka akan menjadi nkri yang berketahanan berkemandirian n berkedaulatan mampu menyelenggarakan kehidupan bernegara sendiri secara mandiri dengan baik kali ya,positif
gaya si kumis kayaknya angkuh kali dari gaya muka dan mulutnya,netral
news indonesia mendatang : pidato presiden ri prabowo subianto release : orang desa tidak butuh dollar trader : sell sell sell,negatif
bukan gubernur bi yang diganti tapi presidennya yang tidak disiplin fiskal prabowonomics memaksa masuk walau ruang fiskal tidak mencukupi dengan menggerogoti pos pos yang lebih penting seperti anggaran pendidikan anggaran kesehatan tkd dana desa dan lain lain yang dampaknya kepercayaan pelaku usaha terhadap pemerintah anjlog,negatif
jaga kamanan sonibiyar jjak orang2yg trlibat di ungkap,negatif
pemerintah yang skrg amburadul banget bahkan kabinetnya para menteri tidak ada yang bisa kerja bisanya habisin anggaran,netral
untuk pemula yang mau belajar dan profit,positif
kalau dibeliin krupuk sluruh wilayah jkt ketutup krupuk kabe,negatif
syukur saya tidak punya hutang,netral
sebenarnya tidak berlaku harga ekspor under invoicing sebetulnya probowo tersalah hitung lagi 2 8 11 bila syarikat syarikat cengkerang singapura yang menguasai 537% ladang sawit indonesia dan 21% dikuasai syarikat cengkerang malaysia adalah mengikut harga pasar di indonesia kalau probowo mau harga eksport harus sama spt harga jualan di singapura dan malaysia maka indonesia juga harus menentukan gaji pekerja ladang di indonesia antara rm1700 rm3000 idr77 juta idr135 juta sebulan dan itu melanggar nilai pasar gaji di indonesia sendiri maka apa yang terjadi melalui satu pintu ekspor adalah usaha over invoicing bukan sebaliknya ini umpama indonesia menangis meminta minta toyota dan vinfast buka lapangan kerja buat rakyat indonesia tapi selepas perusahaan dibangun pemerintah mau tilang harga mobil dipasaran padahal pasar itu milik perusahaan bukan milik pemerintah yang peranannya hanya mengutip pajak perusahaan dan eksport bukab menentukan harga pasar maka jangan heran mengapa kebijakan kebodohan ini menyebabkan harga sawit di indonesia terus jatuh dan rupiah terus mengalami kerugian kerana silap hitung bapak presiden sendiri,positif
wong ndeso ora mikir dollar seng penting wong ndeso rego kopi se cangkir 3 ewu iseh aman dollar ben dipikir wong kulon bae nek ora kuat tuku rego anyar yo tuku separo bae nek gerakan tuku separo sukses sing dodol yo bingung,positif
beritanya bagus mulu kekayaan alam melimpah minyak gas batubara nikel timah minyak sawit kayu perikanan yang melimpah ekpor yang besar tapi kenyataannya tidak spt itu,negatif
semoga tidak hanya pergantian pemain,positif
kabinet omong omong si paling ekonomi kuat omdo ngeles terus fakta lapangan tidak sesuai dengan omong omong nya cuih,negatif
setuju dia bukan baru kemaren kenal politik indonesia dia sudah tahu busuknya pejabat pejabat indonesia tapi dia diam saja ketika menjabat malah lebih parah daripada yang lain2nya,negatif
akan kah ada kekisruhan dibulan juli,netral
akibat purbaya terlalu banyak gaya,negatif
hantaman yang mendera membuat indonesia semakim dewasa apalagi sisi keuangan deskripsi dokumen dan infokom,positif
zaman habibie bisa nurunin hingga 1 rp 6500,netral
mohon ma af nafianmax6814 anda kerjakan jangan ber angan angan terlalu tinggi pemerintah sedang bekerja keras memberantas korupsi mungkin anda di bayar asing untuk berkomentar sepertinya,positif
ayo kita tenggelam untuk bangkit dan revolusi,positif
indonesiia tak perlu investor harusnya indonesia kalahkan arab saudi yang hanya punya minyak indonesia punya segalanya tapi hidup miskin makan saja harus negara yang kasi negara antah barantah,positif
petani yang rugi pak buset kalau corporate mah tetep untung yang dibenahi tata kelola nya lihat malaysia pak petani disana makmur,netral
bahan baku tahu tempe masih impor dari amerika tanpa amerika indonesia tidak bisa makan tahu tempe,negatif
beginilah nasib punya pemimpin yang mulutnya lebih besar dari otak,negatif
para pengamat yang tukang nyinyir mana nih,netral
siap mati sandiwara apa lagi ini dari dulu juga setiap kasus hanya jadi bahan transaksi para elit politik,netral
kepercayaan tak ada dalam grafik tak bisa dibeli pakai janji pidato omong omong orang investor hanya merespon apa yang telah pemerintah lakukan,netral
dollar naik ya pejabat pada senang karna punya tabungan dollar enaknyaa,negatif
mentri saja bingung apalagi rakyat kecil,negatif
skrng jdi purbacot ya namanya,netral
gas biar tabungan di luar negeri makin gemuk kalau sudah tinggi tarik ke rupiah semuanya biar rupiah menguat begitu saja kok repot,negatif
aku pribadi malas dengar ucapan pejabat masak itu itu saja kita dengar selalu bicara baik baik saja eh fakta di lapangan tidak bahkan tak sampai 30 detik langsung saya skip omongan pejabat kebanyakan omong omong,negatif
sebelum akhir tahun saya yakin tembus 20000,netral
where do they buy the soybeans from they should be growing their own inside the country why not buying from the us that s why it s higher indonesia in the pocket of the us go to brazil or elsewhere,netral
semoga pak prabowo selalu sehat untuk membangun anak bangsa maju indonesia ku,positif
indonesia penuh guyonan ecek ecek maen maen ayo kita maenkan kalau maen bermaen hancur tunggu saja,netral
karena imdonesia tidak bisa mereka atur makanya ihsg anjlok,negatif
dollar detik ini 18142 ini positif bujug,positif
orang desa tidak main saham,netral
bukti menteri prabowo semua omong omong,negatif
tips saya kalau sudah kerja di swasta jangan terpikat rokok dan judi apalagi open bo sudah tidak keitung teman buruh saya yang kejebak kaya gitu padahal gaji 2 3 digit,negatif
waktu yang tepat ya sekarang ini waktunya woy,netral
ran to apa cuma tki yang anda tau ttg devisa negara,negatif
inilah akibat hukuman koruptor terlalu ringan menjamurlah para koruptor sudah waktunya para koruptor di hukum mati lempar ke laut,negatif
hamalaydesh mental taik bende mahal jadi teroris n pengedar dadah solusinya,netral
tanggung cuma 525% naik nya,negatif
pemain lokal konglomerat indonesia mainin dollar santai santai dapat untung pemain ihsg juga gitu lokal dan foreign seperti grup george soros indikasi prabowo sudah tidak dipercaya oleh mafia konglomerat lokal dan asing,positif
sudah stop slamanya bnyak korupnya,negatif
menyala kaya rakyat kanoha benix kata bagus rupiah melemah buat rakyat makin kaya mantap,negatif
indonesia dalambahaya besar rakyat sendiri sudah tidak percaya rupiah yang pastinya keadaan indonesia kedepan sudah pasti akan semakin buruk hancur sehingga mata uang rupiah bakal hancur membuat rakyat besar akan membeli valas besar2an sampai hal yang terburuk 2030 indonesia akan bubar spt yang didoakan si prabowo sblm jadi presiden ucapan nya adalah doa,negatif
kenapa tidak chef bobon saja,netral
bener saya mau bayar cicilan dipengadaian dalam waktu 1 hari naik 400 ribu naik bayar cicilannya,netral
pak purbaya ingin meyakinkan investor pada kondisi krisis ekonomi skrg ibarat ngajarin bebek berenang investor juga tidak buta buta dalam mengamati fiskal indonesia situasi politik dan potensi terpuruknya nilai tukar yang semakin besar,negatif
di penjara tempat bapak yang tepat,netral
apakah bi juga mengalami laba rugi seperti bank komersial jika ya dari mana saja sumber laba rugi bi jika bi mengalami laba apakah diberikan kepada karyawan atau menjadi pendapatan negara,negatif
urusan mbacot dan gedabrus kadang sangat mumpuni dan sangat sulit ditandingi dengan berbagai asumsi opini dengan berbagai teori seakan semua masalah bisa dia atasi confedence yang tinggi untuk meyakinkan orang yang khawatirkan kondisi real ekonomi kritik saran dan masukan akan mereka kesampingkan dan tetap teguh pada keyakinan diri karena para pengikutnya siap membela sampai mati,positif
kalau bahlil zulhas masih menteri saya masih pesimis,netral
hukuman mentok paling juga 3tahun,netral
alham dulilah ya aloh aku lagi nanem pohon pisang ratusan pohon pisag berarti mangpa at banget daunya apalagi buah nya,netral
pemerintah skrh fokusnya makan bergizi gratis dan kdmp warga teriak harga naik kaya tidak dianggap samsek,negatif
orang malaydes ini bener bener bodo kalau tidak mau beli beras dari indonesia ya tanam sendiri,netral
selanjutnya tolong bahas dan teliti tentang koperasi merah putih buk,netral
the market is always right,netral
tujuan bi mencapai dan mempertahankan kestabilan nilai rupiah,negatif
jubir nya gerinda hanya ngebacot fakta nol,netral
semoga perrang terus terjadi sehingga pemerintah kita punya alasan kuat kenapa rupiah melemah intinya ekonomi kita kuat dan yang salah iran dan amerika,positif
berarti fix nih fokus jualan sumber daya alam,netral
katanya gaji asn tni polri naik kapan itu pak menkeu,netral
apa bedanya berita di sini sama link yang di kasih sama sama devisa naik judulnya mulai ngefans ya sama jokowi,positif
kata pemerintah : rupiah melemah ke 18000 masih aman nanti melemah ke 19000 masih aman melemah ke 20000 masih aman aman ndasmu,positif
kita anti antek antek asing kata si kakek,netral
orang ini bilang sekolah gratis anak saya dua anak bayar sma sekarang tinggal satu bayar boleh di cek jangan ngotot kalau mau bayarin boleh ulangan saja bayar itu bpk yang duduk di tengah bilang gratis anak saya bayar bos,netral
semangat pak mentri sehancur2nya bangsa rakyat tetap setia terhadp indonesia kasihan rakyat susah s3ndiri di bikin sendiri malah mngadu,positif
min pernah bahas trading forex belum,positif
kebanyakan makan makan bergizi gratis,negatif
surat keputusan saya: menyatakan bahwa dollar amerika dihargai rp10rb semua bank money canger di ri harus mena atinya sekian harap dimalum terima kasih,positif
menteri keuangan yang bingung dan bodoh,netral
ini karena kebodohan prabowo subianto karena mau menjadi pion donalp trump sehingga rupiah rapuh memang takdir harus terjadi ketetapan alloh swt yang terjadi memang takdir harus terjadi ketetapan alloh swt yang terjadi rakyat indonesia sudah marah ke prabowo karena bop dan uang 17 trilliun yang setor anggota bop dipakai israel alias amerika serikat genosida rakyat palestina rakyat libanon dan dipakai sebagai biaya berperang dengan iran venezuela rupiah runtuh itulah akibatnya jika tidak segera bertobat dan minta maaf kepada rakyat indonesia prabowo subianto mungkin hanya sampai 10 januari 2027 menjabat presiden ri 11 januari ato 12 januari 2027 dipaksa mundur ato mengundurkan diri karena ulahnya rakyat indonesia marah rakyat indonesia sudah marah ke prabowo karena bop dan uang 17 trilliun yang setor anggota bop dipakai israel alias amerika serikat genosida rakyat palestina rakyat libanon dan dipakai sebagai biaya berperang dengan iran venezuela rupiah runtuh itulah akibatnya jika tidak segera bertobat dan minta maaf kepada rakyat indonesia prabowo subianto mungkin hanya sampai 10 januari 2027 menjabat presiden ri 11 januari ato 12 januari 2027 dipaksa mundur ato mengundurkan diri karena ulahnya rakyat indonesia marah dan semua yang menemani prabowo subianto menandatangani bop menjadi poinnya donald trump harus juga minta maaf ke rakyat indonesia juga rakyat palestina libanon iran venezuela dan segera secepat mungkin keluar dari bop kalau tidak rupiah akan semakin dalam penurunan nya dan perekonomian semakin rapuh segera,negatif
dari kemarin selalu bicara seperti itu bukti nol,negatif
dari pada kerja sama dengan barat banyak dramanya masih mending kerja sama dengan china dan korea,negatif
terlalu banyak wacana purbaya ini tidak ada action,negatif
aku 2029 plih kdm daripada jago pidato,netral
ayo ihsg semangat kamu pasti bisa jadi 5100,netral
mata uang sampah bahkan pejabat dan pengusaha tidak mau menyimpannya di brankas rakyat indonesia yang punya duit termasuk koruptor itu sama sama tidak percaya kondisi indonesia itu fakta saya saja walaupun tidak tajir punya simpanann dollar us apalg orang orang super tajir simpanan mereka antara us dollar atau dollar singapore,negatif
menkeu yang paling disanjung rakyat tapi omong doank banyak alesan hasil tidak ada plus menkeu pemegang rekor rupiah terendah indonesia,negatif
pak purbaya harus di bantu oleh team kuat dari berbagai unsur karena lawan nya mafia kelas kakap,positif
setiap presiden pidato para rt rw mulai resah menggalakan palakan liar setiap hari pajak firaun dari gopek 2000 bank syton baru diluncurkan pindes pinjaman desa uang hasil pungutan liar ngeri ngeri sedap ternak dakjal masuk desa desa,negatif
berarti arab saudi tidak percaya steril unggas dari indonesia makan bergizi gratis saja bisa keracunan apalagi unggas ya sudah jdi bahan evaluasi pagi kementan,negatif
urus saja uu perampasan aset jangan banyak bicara kau dasco,netral
semakin purbaya banyak omong investor semakin lari terbirit birit,negatif
benar turun dari mobil mikir dong,netral
polisikan yang tukang masak sama punya katring se ngaja bli sayur busuk ayam busuk,netral
hallo warga sipil sekalian sampai berjumpa di docuvlog selanjutannya link di deskripsi,netral
hi tempo bagian permintaan pasar dan bagian setelahnya contoh bila masyarakat menukar dollar rupiah itu sedikit membingungkan poinnya hampir sama coba di simplify lagi biar anak ditonton explainer video itu serial motion photo music grafik harus ada intensinya bukan sekedar nempelin gambar dan lain lain,negatif
could use stronger currencies around world greater purchasing power for affordable prices that also increase trade by making exports more affordable lowering trade and budget deficits governments banks investors can use some of monetary stimulus from low central bank federal reserve federal funds interest rates to purchase government bonds of other nations helps them with government spending and reduce debt amerika well amerika stronger currencies purchasing power,netral
makan bergizi gratis gas ipo di bursa biar asing masuk,negatif
saya menghargai usaha pemerintah menghadapi tekanan ekonomi yang datang dari berbagai arah,positif
sudah dari dulu tak efektif perbanyak lapangan pekerjaan supaya bisa menyrrap pekerja nanti ekonomi stabil pak menteri,negatif
google saja coba kalau gatau,netral
penyebabnya wspres masih cevlingukan dan izasah kowi tidak kunjung berhenti,negatif
kaga bakal mempan bosku yang kalian hadapi itu orang yang merasa selalu benar,netral
biasalah amerika ada negara mau maju mereka halangi zaman indonesia bisa bikin pesawat tahun 90an juga gitu,positif
alasan amerika suka bantu indonesia krma indonesia iti sangat berguna,positif
tukang dongeng dari denominalisasi rp,netral
