processed_text,sentiment
ketahuan penuh kebencian hati kamu,2
setelah bretton woods agreement berhenti 1976 amerika merubah dari emas ke minyak untuk jadi nilai tukar dollar btw imf world bank adalah warisan dari sistem bretton woods yang masih aktif sampai sekarang,2
kondisi ekonomi indonesia terlihat di wajah menteri purbaya,2
bukan pasar yang salah paham namun prabowo yang salah pilih menteri,0
pertanyaan saya gimna cara ngirim ke luar negeri ya saya di kampung stock melimpah,2
ud kubilang: indonesia akan hancur dari dalam tunggu waktu saja,0
semoga pemerintah melek secepatnya carikan solusi kemakmuran rakyat sebelum didahului negara lain,0
kasih makan gratis baik untuk tumang becak gelandangan pengemis,1
ekonomi indonesia akan membaik bila rakyat bisa memilih presiden wapres dan wakil rakyat orang orang yang jujur terpercaya cerdas kolaboratif selama rakyat masih tetap salah memilih presiden wapres dan wakil rakyat seperti 25 tahun terakhir ini indonesia menuju kebangkrutan,0
rakyatnya juga yang tolong sampai hasil survey iq saja cuma 78 milih pemimpin berdasarkan ketololan ya begitu,0
yang penting senyum kok repot,2
deflasi mauun inflasi sama sama berdampak buruk bagi masyarakat yang enak cuma mukidi dkk,0
tidak bisa sesepurna arab tapi setidaknya mendekati karena sulit keadaan geografis indonesia yang banyak pulsu,0
selama kebijakan fiskal dijalankan dengan disiplin masih aman,1
ini orang masih gunain otak apa kagak,2
yang ngurus bi juga tidak ada keahlian keuangan atau finansial guru ekonomi masih lebih pinter dari dia,0
cukup mengerikan suasana ekonomi sekarang ini,0
bennix mana nich impor sampah malah dibilang bagus buat negara bennix tulul,0
seleksi sja sekolah nya sekolah sekolah elite jangan kasih sekolah sekolah yang mayoritas seprti sd inpres dan lain lain,0
padahal itu semua hilirisasi dimulai sejak presiden jokowi tapi semua keluarganya difitnah ijasah saya sendiri yang nyoblos jokowi dan gibran,1
mampi ke dpr enak kayaknya dan duduk di kursinya puan maharintod,0
kapan yah pendiunan punya mobil mewah motor mewah wadaun kasihan dan malah terpwrosok pensiunanmah,2
mau bekerja sama sama negara manapun indonesia kalau pemerintahan nya tidak becus kerja ya tetep ajah miskin rakyat sengsara tuh liat negara jepang walaupun nurut sama amerika maju dan rakyat nya sejahtera,0
mata uang terburuk se asia malu maluin sih sumpah,0
uang 200t itu uang rakay masa rakyat pinjem di bank di kenakan bunga itu uang 200t harus dibagikan bukannya dialihkan ke bank bumn otak licik pemerintah menteri keuangan kalau mau menjalankan perekonomian supaya berputar berikan modal rakyatnya,0
32:20 mau ditangkep 10rb koruptor sama kejagung kpk juga tidak ngefek hukumannya makin kesini makin super ringan : 2 tahun penjara vvip bebas bersyarat bebas kaya raya bisa nyalegg tidak masuk akal bisa jadi ketua a z di lembaga pemerintahan lagi tanpa perlu skck kalau beruntung ex koruptor bisa dapat penghargaan bintang mahaputra dari presiden prabowo corruption index rank kita itu di rank 109 setara negara aljazair algeria dan mau buat macam 1 pintu expor dsi 48:00 dengan sdm korup otak pas2an jam terbang baru 1tahun satu indonesia satu dunia pun akan tau endingnya akan bagaimana,0
betul i pak daud mari kita bertekun berdoa minta tangan tuhan membantu kita umatnya,2
belum bikin pabrik sudah di palak ormas sama pejabat yang ada mah lari semua,0
enak jaman bayar pakai uang tunai,2
buat apa rupiah menguat terhadap dollar kalau sda kita tidak menguntungkan kita rakyat indonesia yang diuntungkan hanya pengusaha bersama permainan licik manipulatif negara luar,1
apa kira berani kejagung memanggil mereka para petingginegara dari dulu hingga srkarang hanyalah omong omong berita nya saja yang sangat menggemparkan membuat rakyat terkesima dan berharap harap namun ending selalu zonk bualan pejabat,0
ayo mama ghufron bisa jadi presiden indonesia,2
menteri pertanian mati matian brg petani biar swasembada malh prabowo impor biang onar memang prabowo ini,0
akhirnya pak prabowo swasembada impor omongan bpk tk bisa di percaya,0
orang desa itu dungu dan tidak mengerti dilar jadi tidak mengerti damapk negatif nya inilah contoh nya iq dan tidak ber iq,0
semoga indonesia tambah makmur seperti tahun 1998,1
inti nya suku bunga bi mesti stay di 625 725% kalau mau rupiah stabil di 3% loss per year,1
biarkan rupiah jatuh biarkan rakyat kelaparan biarkan rakyat hidup miskin tetapi nasionalisme bangsa indonesia tidak bisa di jual belikan sekali merdeka selamanya merdeka merdeka merdeka merdeka nkri harga mati,0
makan bergizi gratis membuat kecemburuan sosial secara massal warung sepi pasar sepi pkl sepi pembeli,0
curhat mulu prabowo tidak guna,0
untung saya golput jadi yang memilih mereka jadi pemimpin selamat menikmati ya,2
kalau sudah tau ada pemainnya ya penjarakan boss kok malah bikin lembaga baru,0
he is army guy amerika expected,2
semoga perekonomian negara indonesia ini cepat membaik dan stabil,1
makan bergizi gratis jelas dan nyata menyedot uang apbn to uang trilyunan berakhir di wc dan rawan korupsi,0
orang indonesia itu kadang aneh kena apa mereka tidak pernah ber pikir lobster itu di pelihara di budi dayakan di indonesia biar makmur eh plh di ludupkan di jual ke luar negeri suguh miris,0
bagaimana apbn tidak kurus kering karena terlalu sering di obok obok,0
awas qodari bisa ngomel nanti kalau kita asal ngomong warung kopi kan tidak pake dollar,0
dollar e tembus 18rb lebih hebat kalau sampai bisa turunin dollar 6000 eh jagan deh terlalu berat 10rb saja deh hebat kalau bisa kwkwkwkwk,0
dah jauh ketinggalan indonesia mungkin sumpah daulat raja raja melayu yang dibunuh oleh pki sukarno dulu,2
hapus makan bergizi gratis di pak jawa alihkan dana makan bergizi gratis untuk pendidikan gratis dari tk paud sd sampai perguruan tinggi serta pendidikan dan latihan kerja yang standar internasional di segala bidang untuk memenuhi pasar tenaga kerja internasional yang berkualitas internasional,1
apa yang di lihat orang ke pasar angka duit tidak akan bohong,2
mau 1 pintu banyak pintu yang penting kenyataanya nanti cuma ganti cara atau apa saja namanya yang penting bukti,2
mudah an bunga 7 % cukup y bang untuk rakyat miskin,1
begitu mudah manyalahkan timur tengah alasan mudah,2
si omonjing syaiton ini harus dilengserkan benar benar sudah muak ngomong selalu membanggakan diri tetapi kenyataannya dipasar berkata lain,0
mulut nya purabaya kek wc asal mangap,0
keputusan bank indonesia dengan mempertahankan suku bunga kali ini salah besar sudah waktunya naik 25 bps,0
tanam bijinya prabowo ke anunya si teddy istrinya,2
katanya export meningkat tpi nilai rupiah mlh terus akan menjadi sampah jelas jelas channel bayaran,0
sejak orba berdiri indonesia memang dibuat banyak bergantung pada amerika,0
: kita untung 50 : 50 tidak ada yang dirugikan kamu 50 saya 100 eh maksudnya 50 juga,2
sangat riskan negara bisa bangkrut,0
wah thank you ya for this insightful video,2
rupiah melemah itu bukan salah pemerintah itu salah dollar salah n egara yang pegang,1
maseeh menggunakan teori lama tentang investasi yang bener itu rapbn investasi itu harus melalui rapbn ekosystem sehat tanpa disuruhsuruh alien bakteri yang bikin tekor di sektor pengawasan dan perundungan karena bekerja dimulai dari 0 pada sektor keamanan dan bukan bekerja secara kolektif termasuk sektor migas gua tidak pernah nanganin migas yang jelas golkar busuk dalam penanganan logistik deflasi yang terjadi adalah karena diakibatkan inflasi sebelumnya yang terjadi yang akibat golkar menangani sektor pangan,0
banyak koruptor di indonesia jadi rupiah jatuh,0
pemimpinmu yang bodoh orang disalahkan anggota 58% anda ya,0
sedikit info dari saya yang seorang petani sebenarnya program makan bergizi gratis tidak berpengaruh terhadap hasil pertanian justru menjdi bumerang karena kalau saat pane komoditi yang kebanyakan orang tanam sementara makan bergizi gratis tidak menyerapnya justru harganha jatuh bebas seperti sampah tetapi saat hanya sedikit orang yang menanam tiba tiba harganya bagus tetapi petani dipermainkan oleh pengepul info harga yang mahal sengaja di tahan supaya petani tetap menjual dengan harga standar,0
woi dpr kamu itu wakilin siapa sih kok jadi lupa diri,0
ayo pak mentri tetap rayat dudung ke bijakan pak mentri tak usah dengar isu mesatkan ini maju terus pantang mundur,1
barang barang dari cina di stop itu di shopee barang cina bertebaran pemerintah harus tegas dan beacukai boleh belanja dari ln ada kuota juga dong bukan barang sudah jadi puluhan ribu dari cina semua di bawa ke indonesia tolong beacukai jangan seperti ini indonesia mulai krisis kalau 10 100 box saja tidak masalah untuk kalangan sendiri ini sampai puluhan ribu 1 barang harus besa beda in marketplace online di indonesia online shop warga asing jualan di indonesia sama warga lokal kelihatan kok jangan asal masuk masuk orang ln ke negara kita juga di batasi gerak geriknya di pantau kayak negara sebelah,0
sudah tidak percaya sama presiden tukang ngibul,0
bila negara ingin maju maka akan ada angin kencang yang menghadang indonesia sudah berada dijalur yang tepat untuk menjadi negara maju terbukti pemerintah sekarang sangat dilemahkan negara luar dan mengadu internal negara untuk pecah,1
pak prabowo masih fokus di sawit dan padi kyknya indonesia banyak potensi tapi kapan kita punya pemimpin yang visioner seperti xin ji ping hampir semua bidang bergerak bersinergi,0
sda di kelola asing di export lewat danantara hasilnya untuk bancakan para pejabat nya rakyat cuma gigit jari dan jadi penonton yang baik,0
krisis kepercayaan habis lah banyak emiten suka memalsukan laporan keuangannya dan menjadi bandar dengan memangsa investor data2x bps juga tidak sesuai dengan kenyataan di masyarakat banyak koruptor menjadi pejabat investor tidak akan percaya lagi,0
beli bakso tidak pake dollar,2
semua karena kerakusan para pejabatnya,0
sudah tidak tertolong ky y rupiah,0
dunia sudah tau siapa penguasa indonesia sekarang,2
kalau malu dan mau menutupi kesalahan atau kedunguan ngomong yang keras,2
semoga tidak ada kebocoran lagi setelah ini dan rakyat sejahtera amin,1
donjuan i8j mungkinkah suku bunga tinggi,2
siapapun menkeunya kalau masih ugal ugalan menggunakan apbn bukan untuk investasi perekonomian tetap akan hancur,0
makan bergizi gratis jelas cuma program omong omong tidak ada manfaatnya hentikanlah bikin polemik saja,0
13:00 death spiral 50% pendapatan buat bayar hutang gali lubang tambal lubang kalian semua tau nasibnya bakal bagaimana hehehehe,0
jepang negara kecil dan maju angaran negara aman sedamgkan di indonesia pendapatan negara hanya dari pajak rakyat yang logis dong jepang ko buat percotoan makan bergizi gratis,0
jangan jual indonesia indonesia kaya raya berantas korupsi semua sektor dan adili joko widodo berikut geng solo laknatulloh,1
saya curiga kalau ceo makan bergizi gratis terlibat tau kan siapa ceo makan bergizi gratis,0
karena para pemimpin yang berkuasa hanyalah pedagang serakah yang nyari untung secepatnya bukan nasionalis yang ingin negeri kita bebas merdeka mandiri dengan mendirikan industri di negeri sendir i,0
diahju dulu masih kuliah semester 1,2
batalkan dsi stop makan bergizi gratis save rupiah dan bei,0
kalau gagal masuk investasi pasti karena banyak yang korupsi,0
baser baser jhos soros mulai muncul,1
masalahnya bukan sri mulyani tapi sumber masalah itu prabowo,0
siap petani ekspor sendiri hasil pertaniannya petani harus sejahtera,0
kata triliun sering di dengar di era prabowo jarangan di dengar di era jokowi ada apa,2
kenapa tak sampai 20 ribu rupiah,2
kelamaan diem prabowo cuma pidato doang sama omong doang aneh bukannya di beresin dl masalah melemahnya rupiah,0
dah banyak yang ngingetin ikn malah diterusin whoosh malah diterusin malah bikin makan bergizi gratis dan kmp apalah,0
pauluspandiangan6839 ya gapapa ngawur yang diatas saja kalau ngomong sama ngawoornya,2
bagikan uwang sajah dari pada makanan beracun basi uangnya saja,0
itu jika pemerintah tidak mau dengar keritikan pokisnya cari cara buat memperkaya bulan meperbaiki negara,0
koruptor makmur ketawa jaya di tanah air petani gigit jari,0
harusnya si prabowo dan partai gerindra perintahkan penyelidikan sampai tahun 2029 spy banyak hasilnya untuk tahun 2029,1
kan tolol ya underpricing terjadi karena pajak singapura lebih rendah kenapa tidak turunkan saja pajaknya sama dengan singapura sehingga pengusaha tidak perlu lagi main kucing2an tidak butuh tuh mndirikan sdi ada jalan mudah ngapain pake jalan susah justru terbaca kita ini lagi bangun keruk korupsi model baru,0
satu satunya jalan keluar sekarang putihkan nama masyarakat yang rusak di bank lantaran sepi dan kasi kita pinjem dana kur dan turunkan harga barang dan pajek dan minyak,1
lebih baik deflasi daripada inflasi kita punya pemasukan dari sda melimpah dan punya sistem ekonomi campuran jangan anggap indonesia hanya jakarta raya maen kamu kurang jauh woy otak mana nih,1
program abal abal anakku tidak sudi makan gratis karena itu uang rakyat,0
rapat rapat baik di kota maupun didesa oleh pihak pemerintah di bidang apapun,2
setuju harus dikawal ampe beneran kerasa dampaknya,1
nah ini yang heran tempat jajan full terus mau makan saja skrg males waiting list ni dollar naik ko orang pada banyak uang yah,0
semua menterinya prabowo useless spt menkeu ini,0
tidak usah bagaimana nyari duit lagi susah susahnya bahan pokok pada naik apa yang ada dipikiranmu wahai pemerintah,0
makan bergizi gratis stoopp kebijakan kebijakan yang mubazir stoopp subsidi full kebutuhan rakyat,0
kalau indonesia tidak dibebaskan dari barang masuk ke uni eropa yang rugi uni eropa sendiri karena uni eropa tidak bisa lepas dari barang dari indonesia kalau tetap kenakan tarif masuk 80 % akibatnya yang dirugikan industri dan rakyat uni eropa sendiri harga barang jadi melambung tinggi,0
apa saja bakal dilakukan oleh prabowo asalkan dapat popularitas,2
saya yang nyicil big bang dari januari 2026 smpai sekarang tidak per cut los dan terus nyicil karna saya pribadi mau koleksi ibarat orang hobi beli mobil saya koleksi saham sekarang masih mines 12% rata rata,0
untuk kedepannya diharapkan agar perekonomian indonesia dapat segera pulih dan membaik,1
stop korupsi para pejabat para pengusaha stop under invoicing stop buka kantor pusat di singapura enak bener singapura dapat pajak ekspor dari sda kita,1
tenang uang pejabat banyak dan mrk tidak pusing karna mrk di gaji rakyat segala keperluan mrk rakyat yang harus penuhi tenang,0
nantaankay001 ih iya bener pinter banget sampai ke bo ol,2
efek domino blokade amerika thdp iran buat rupiah babak belur thdp dollar,0
negara lumbung beras infor beras,0
para pejabat sudah punya insting tingkat dewa sejak lama bagaimana mencari celah bisa go garung n nyolong mereka sangat profesional sbg siluman,0
dah diblg swasembada di gudang bulog,1
dengar itu pak yang berkumis,2
kenpa nilai rupiah sangat rendah itu krna indonesia terlalu bergantung dengan negara lain alias kebanyakan impor di banding ekspor dn kebanyakn hutang di luar negri,0
jangan percaya omongan bahlil mau saja di bohongin pejabat,0
jangan jadi katak dalam tempurung kamu kira indonesia cuma punya 2 tanker minyak anda terlalu lama hidup di goa,1
si waw waw masih sibuk makan bergizi gratis,0
iya kok bisa ada orang nyimpan 1 t dirumah ini baru level hakim bagaimana yang lebih tinggi y,0
penyebab utama defisit 1 kementerian badan gizi negara overbudget 2 danantara 3 kementerian koperasi 4 kementerian pertahanan,0
dalam nama tuhan yesus lulus nanti bisa kerja di pelindo atau subholdingnya amin,2
disebab kan pakar ekonomi indonesia terlalu memikir ekonomi malaysia alhamdulilah sebab tu mata uang kami naik,2
kalau resedi mau terjadi hanya di indonesia itu tidak mungkin brur kalau mau resedi dunia itu baru mungkin jadi bukan cuma indonesia jadi jangan berpikiran kredil untuk menakuti rakyat,1
dengar ucapan menkeu dia cuma bisa menyalahkan orang lain memang rumor adalah satu satunya penyebab ihsg anjlok punya menkeu kok cuma begini,0
maaf pak pur buktikan rupiah sekarang brp pemerintah omong omong makan bergizi gratis gajelas rakyat kecil tercekik pengangguran dari sabang ampe meroke orang kecil tidak boleh usaha koprasi angkutan jakarta ini 90 persen rakyat kecil yng printis pak sekarang dikuasai pemilik modal amat jiadab tolong papresiden rakyat kamu dah berjuang gadianggap ingat cepat lambat kita pasti mati dikasih wewenang sewenang sewenang 30ribu kurang lebih anggota tidak jelas hidupnya ini lebih jiadab dari israel,0
makan bergizi gratis ipo saja biar ihsg melejit,1
98 2013 stabil 2014 2026 naek hm mulai era nya sapa tuuhh,2
pikirkan dl jangan di ulangi 2015 2019 2024 kekayaan alam indonesia banyak yang ompong batu bara tambang emas nikel sawit tanah rakyat indonesia asli di kuasai jutaan orang wna tiongkok,0
1 pintu bengkak di biaya distribusi bukan japan pulau dan singapura pulau secuil,0
tidak usah panik ada prabowo mau bikin indonesia rata dengan tanah,2
negara asing lebih suka negara demokrasi yang tercermin di kebijakan fiskalnya,0
purbaya lebih cocok jadi jubir drpd menkeu karena omon2nya besar,0
pak pur pak l n itu setiap 2 bln perilla jangan setiap lapona rugi terus,0
pasrah saja aku la sebagai rakyat kecil,0
saya pemula yang bingung banget liat porto mau cut loss sedih m tapi yudah yok optimis,0
kebanyakan rakyat awam masih meremehkan naiknya harga dollar kalau negara sudah tidak kuat dan kolaps kamu yang tadinya bisa makan nasi bakal kena busung lapar karena tidak bisa makan akhirnya terpaksa merampok dan menjarah kamu yang tadinya enak ngantor di posisi aman tiba dipecat usaha kamu yang tadinya rame tiba sepi dan kulkas kamu penuh dengan bahan makanan basi sudah gitu baru lah rame nangis msh bisa bercanda kamu,0
senang bisa satu negara dengan kalian semoga tuhan melindungi kita may god save us,1
kualitas nya jauh dibawah sri,2
menteri paling jumawa dikasih hukuman sama yang diatas,0
pemerintah sekarang ini pemerintah yang egois minta investor dan rakyat banyak untuk memahami mereka bukannya pemerintah yang harus memahami rakyatnya dan investornya sungguh sangat membagongkan,0
pemerintah tau nya joget makan bergizi gratis sama jalan jalan,0
turunkan bi rate kucurkan uang ke rakyat jangan di kumpulin di bang sentral rakyat sengsara,0
ayo pak bongkar saja anda jenderal tak perlu takut,2
kita indonesia neg sdg berkembang bu sehingga kalau neg lain implasi level tengah kita indonesia level bawah sebab kita indonesia sedang berkembang alias layu sebelum berkembang coba bentu tim khusus dari pusat tlg surve kepelosok desa diindonesia orang orang didesa sudah ditingkat kelaparan ini tidak lagi cerita kemiskinan bu sudah dilevel kelaparan sedih bu ini bkn hoak nyata fakta yang sudah ada saya harafkan tlg bu dan bapak bapak yang ada dipusat selaku kami anak anak bangsa juga atas nama rakyat indonesia atasilah sedini mungkin perekonomian rakyat miskin lagi sedg kelaparan mksh wslm dari aceh,0
malaydesh nak klaim durian boleh,2
lebih bagus buat program pendidikan gratis,0
konten yang sangat bermanfaat bisa di cerna otak saya yang awam indonesia butuh konten konten serupa tidak hanya komedi dan receh yang di bahas sampai sampai pemimpin pemimpin di negri ini juga mengambil keputusan seperti lelucon dan guyonan yang sangat meresahkan masyrakat,2
dulu over confidence sekarang jdi bingung tpi tetap dia tidak mengakui menolak kalau kinerja pemerintah khusus ekonomi sudah tidak dipercaya passr dan investot,0
udahan jokowi nya juga terwok,2
apa bedanya ini dengan penjajahan bedanya orang bali sendiri membantu bule supaya warga lokal dan warga negara indonesia dijajah,2
purbaya itu sudah benar apa yang di ucapakan negara ini dalam keadaan aman jadi jangan sok tau ferry,1
negeri yang paling iri konohadesh jawadesh suka hina negara orang lain pacarsiladesh yang tak boleh pakai raja kurapsi dunia,2
isu asing adalah isu yang di mainkan oleh rezim prabowo gibran dalam mengubur perbuatan jahat yang di mainkan oleh pemerintah terhadap publik,0
orang desa tidak main saham apalagi dollar kata ceo makan bergizi gratis,0
laporan akhir tahun 2025 to padahal pelemahan rupiah baru 2 3 bulan teralhir,0
makan bergizi gratis di jakarta korupsi begitu apa lagi di daerah daerah apalagi banyak kantin sekolah tutup dan banyak lagi tidak terhitung,0
suram wajah purbaya makin kurus,2
pemerintah bakal bilang semua baik baik saja mereka tidak peduli sama orng bawah dan lucunya kita dituntut untuk percaya intinya kami sudah tidak percaya,0
bukan gt konsepnya emas itu investasi terbaik jangka panjang,2
terus mencetak uang adalah penyebab terbesar inflasi,2
kebanyakan libur cuti bersama juga bikin rupiah makin ancur,2
meskipun china memiliki sistem politik yang otoriter investor global menyukai prediktabilitas ketegasan china dalam mengeksusi pejabat yang korup memberikan sinyal bahwa kontrak bisnis strategis dilindungi oleh negara dari gangguan korupsi lokal sementara di indonesia nepotisme dan proteksi kekuasaan justru menciptakan biaya siluman yang tidak bisa diprediksi secara matematis dalam rencana bisnis sadari itu wahai penjajah indonesia,2
cepat saja dollar 25000 atau 30000 ini neg sudah parah masyarakat dah pusing survei saja ke bawah spt kata prof fl,0
kenapa pejabat indonesia tak takut salah dan dosa karena kebanyakan pejabat punya salah dan dosa bisa dihapus dengan doa makanya pejabat kebanyakan jadi bejat,2
bukannya mereka yang milih si prabowo,2
dampak terlalu tertutup pemerinth dan sarat angka angka ekonomi yang trliht pencitraan dan polesan omongan besar tanpa tindakn yang nyata alias pembodohan publik dan rakyt kecil,0
kemampuan indonesia berteman dengan semua negara adidaya adalah modal yang amat mahal yang di miliki indonesia bagi pengusaha stabilitas dan keamanan adalah kunci kemajuan dan indonesia memiliki semua yang di harapkan semua perusahaan di dalam dan luar negeri untuk ekspansi dan membuka usaha good job pak prabowo,1
ogah pake produk pemerintah tidak ada yang beres,0
mentrinya bingung wajar berarti dia kerja dari pada diem diem jeblok tanpa komunikasi,0
darimana bi memberikan bunga kepada bank komersil sementara bi tidak ada usaha menyalurkan kredit seperti bank komersil hanya menstabilkan inflasi saja itu artinya pendapatan bi kan sedikit kecuali kalau dia meminjamkan uang kepada bank komersil tapi kalau lagi ada inflasi kan justru malah menarik uang dari bank komersil apa dari mencetak uang,0
masalahnya tidak ada trust di market ihsg saat ini :,2
kenapa harus panik kita semua masih baik saja,1
prabowo persiden berhasil membangun makan bergizi gratis dng paguyupan dosa yang membara di mana mana,0
mantab ai tidak bisa di bohongi,2
suara rakyat tak disuarakan dpr dpr kerjanya membiarkan pemerintah menghamburkan uang negara karena dpr juga dapat jatah ya,0
buat anggaran kacau memo dari omong omong,2
skrng tambah parah siapa yang pilih 02 ini pemimpin kalian yang cuma bikin sengsara rakyat,0
kembalikan uud kpk biar ganas memberantas koruptor di badan anggota dpr,0
sudah tidak ada yang bilang kita kan join brics,2
kebijakan satu pintu panda bond mengganti gas lpg ke cng yang tidak dibeli lagi dari dollar serta b50 itu kamu anggap apa matamu saja yang sok bisa kasih solusi,1
tidak guna si makan bergizi gratis,0
rezim maling sungguh memalukan negara luar tidak percaya sama prabowo rezim maling,0
wah makasih penjelasannya penjelasannya mudah dipahami,2
bi saja keponakan bowo kww hancur hncur,0
tidak lama lagi hanya dengan 5 dollar amerika setara dengan uang 100 ribu rupiah setelah itu bubar deh indonesia,0
apakah ini tanda tanda gejala prabowo akan terguling seperti soeharto di 1998 dulu jaman soeharto lengser rupiah rp 17000,0
sebagai rakyat indonesia kami merasa dikhianati presiden ini yang katanya mencapai swasembada beras tetapi mengimpor beras dari asing,0
bahlil super tolol kalau beli ke amerika di amerika za harga bbm mahal paling mahal dalam sejarah amerika,0
pajak bangunan dan bumi belum masuk semoga pak menteri ini lbh baik dari sri mulyani jika tidak maka pak menteri harus rela melepas jabatan untuk apa punya menteri kalau tidak bisa menyusun apbn dengan baik semoga pak menteri bukan jadi kasir,1
pemerintah dan bank indonesia tidak tinggal diam berbagai langkah mitigasi taktis dan intervensi pasar terus dilakukan untuk menjaga agar stabilitas harga barang pokok tetap aman,1
sejak mundurnya sri mulyani dan dilantiknya purabaya saat itu sudah saya kkomentari katakan bahwa mentri purabaya harus mengasa otak yang tajam untuk menghadapi badai yang akan datang ke depan sekarang apa jadinya,1
nampaknya presiden kalian pun dah angkat tangan melindungi mereka saking gass poll ugal ugalan kebal hukum,2
bagi kan kompor induksi untuk kurangi lpg sejak jokowi sampai skrg tidak direalisasikan,0
pidatonya harusnya berapi api volumenya agak lebih tinggi biar terkesan semangat sekali,1
karna rakyat sudah banyak yang brisik k makan bergizi gratis parpol mulai berkotek kotek dari awal program kok diam pahlawan kesiangan ini parpol e,0
mereka para bandit mentri menteri nya mereka hanya mentingin kan partai politik nya dan kelompok biadab ya perlu reformasi jilid 2,0
yang di potong yang katanya mau kasih ke yayasan 6juta perhari saja,2
untuk menyelesekn soal yang sulit butuh orang yang pinter bukan orang yang bodoh,2
tidak taulah apa kerjanya para wakil dan para pemimpin kita indonesia tuh kok makin lemah makin loyo menghadapi dinamika politik regional dan internasional seolah seolah orang orang pi ter di kita itu kata ya banyak kok ya indonesia otu lemah banget di goyang dikit rupian anjok divoyang dikit bbm naik di goyang dikit kerusuhan,0
maling maling ternyata kmu biarkan fakta menteri menteri maling dibiarkan,0
request pak prabowo minta mekanik pakistan juga saya yakin 1000% minat anak muda disini sangat bnyak apalagi bisa terjun di sekolah beeuuh,1
tidak ush pusing presidenkan bilang orang desa tak pakai dollar,0
jadi tau kan kenapa rupiah itu semakin melemah karena presiden mengambil keputusan keputusan yang membuat investor tidak percaya seperti gabung boc jual data ktp ke amerika militer amerika bebas akses udara indonesia walau masih wacana dan terutama di dalam negeri itu masalah mgb yang tidak membuat percaya rakyat membuat dollar semakin meroket,0
tidak masuk akal makan bergizi gratis penggerak ekonomi indonesia bagaimana bisa uang negara dihambur hamburkan untuk makan bergizi gratis yang jelas jelas banyak praktek korupsinya indonesia belum siap untuk program seperti itu karena sdm nya juga belum siap,0
yang tips nomor 1 tidak minjemin duit itu dah lama kulakukan sih dengan alasan kyk gurgem bilang orang kita tu cenderung nganggap utang itu sbnrnya minta tanpa berniat balikin dah brp kl sodara ato temen kyk gt alesan terus pas ditagih,2
masyarakat kebelet harley kujang men,2
aku lebih setuju kalau di bubarkan,2
juni mesti naik lagi 50 basis point kalau rupiah masih di 17700 bi mau bikin rate spread minimum 2% dari fed rate supaya attract foreign capital,0
bagaimana sekolah sekolah banyak yang belum dapat nunggu prabowo lengser tidak dapat dapat makan bergizi gratis,0
dan ceo makan bergizi gratis punya rudal kuning dari konspirasi pejabat ingin cepat kaya,0
optimisme perlu dijaga karena berbagai indikator ekonomi indonesia masih menunjukkan ketahanan yang baik,1
mbak hera tuh ya bikin gemes,2
pemimpin yang tidak kompeten harga bahan naik tapi hrga rupiah menurun,0
yang tau demo beri ultimatum kuliah malas,2
bukan karena sorros cuman indonesia saja yang tidak pandai mengurus kewangannya pemerintah yang kotor hukum yang tidak jelas yang mendapat subsidi malah orang yang punya modol pikirkan pak mentri dan bu mentri dan para dpr dprd jangan ngurusi perut keluargamu saja kau dipilih untuk memperbaiki kesenjangan ekonomi supaya rakyat yang kau wakili bisa sejajar dengan yang lain dan ok,0
waduh akibat utang terllu bnyk ini,0
jangan terprovokasi faktanya fundamental ekonomi nasional masih terjaga stabil meski dihantam isu negatif,1
deplasi itu di indonesia bukan penurunan nilai mata uang tapi deplasi barang barang konsumtif maksudnya barang konsumtif menurun jumlahnya di pasar,2
tolong jangan di stop nanti apa lagi lahan koropsi buat kita boss,2
maaf kok di beritakn aktiv kembali sedangkan di desakan blm prnah menerima program ini yang tepatnya di jatim pamekasan proppo,0
sebelum kelaparan dan tidak siapa yang peduli yuk beli dollar ramai yang berbondong bondong beli stok makanan air obat benzin rupiah bakalin anjlok ke 23 ribu augustus nanti indonesia pasti tegang gawat ricuh rusuh,0
inilah yang di sebut omong omong,2
kalau mau selamatkan ekonomi salah satunya stop makan bergizi gratis ngabis2in anggaran,0
gila semua serba mahal sembako naik bayar listrik naik bayar air naik 2 kali lipat,0
apa orang yang berjejer itu pernah kelaparan semua jawaban baik karena makan mereka mewah mana mu makan tempe,0
saya tidk tau kalau pak purbaya menghadapi locdown tidk seambruk ini rupiah saya tidak bisa membayangkan kalau sudah purbaya menkeunya,0
baru omong omong doang kita lihat saja hasilnya apa papriknya saja tidak ada,0
wong cuma kertas bergambar usang saja di takuti usa kaya cuma jualan kertas,1
dibanding kawan dekat kawan jauh lebih aman kayaknya,2
muaranya itu tidak lain dan tidak bukan yang membuat ide makan bergizi gratis bpk joko widodo mantan pecundang presiden abal abal joko widodo,0
pembawa berita kayak ekonom saja bahasanya berpendapat sendiri cnn tukar tu orang,0
bagi orang luar indonesia mau inilah itulah terserah saja karena mereka sudah tidak percaya lagi pejabatnya pada bisa omong omong dan korupsinya makmur,0
kalau banyak yang tukar dollar ke rupiah bisa membuat angka rupiah bisa menguat,2
kontol umr di jkt saja cuma 5jtaan ngentodd pemerintah mikir tidak si hati nuraninya loh bajingan keparad,0
imbas perkataan orang desa tidak perlu dollar,2
bubarkan saja makan bergizi gratis,0
gratis memang ada yang gratis,2
hentikan makan bergizi gratis kasihan keuangan negara morat marit,0
